いじめた,さんのし,かったた,こともご,しながら,もこちら,うしたっ,くださっ,けたこと,つけてか,しくかっ,からだっ,からこん,ことすら,こんとろ,ひらから,どしてか,めたとこ,かりだっ,すること,ぶつけら,がっちり,すっぽり,ひっきり,しなかっ,からずっ,からふる,からのこ,からこそ,つかわし,ふさわし,うとしな,ばっちり
1,1,1,2,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1
