つらだっ,どたばた,はっきり,ちらから,うとする,しながら,だったじ,くださっ,つらさん,だったら,ことだっ,さんのこ,すごいが,すること,つらとこ,からずっ,だらしな,さんだっ
1,1,2,1,1,2,1,2,1,1,1,2,1,3,1,1,1,2
