ワイパー,ザーグー,コンテク,ランポリ,コンピュー
['「あたしの印象では違うわね。何度も左右に、まるで車のワイパーみたいな動きじゃない。こんな奇妙なもがき方をするかしら」\n'],['「奇しくも塚場くんが持ち出した『そして誰もいなくなった』同様だねぇ。マザーグースという道具立てこそ欠けてるけど、構造は一緒だから仕方ないか。でも塚場くん、伏線は着々と揃ってきてる感じだよ」\n'],['\u3000そもそも先駆者エドガー・アラン・ポーの書いた名探偵デュパンがハッタリ推理だった。この時点でやっぱり、心理的な洞察力を強調することで、推理小説におけるリアリティってやつまで構築していた。後続が同じくそうなってしまうのも然りさ。ヴァン・ダインが『カナリア殺人事件』で云ったところの心理学的推理も、対人観察力や洞察力を推理に取り込むことが要になってる。どれも学問としての論理学とはまったく非なるものだ。こうして推理小説内における特殊な『ロジック』という言葉、読者にも共有されるそのコンテクストが出来上がっていった。\n'],"['「トランポリンを使ったのよ！\u3000この白生塔のすぐ外にトランポリンを置いて、能登さんを高く跳び上がらせるの。その跳躍が最高点に達した時にトランポリンを素早く移動させちゃうと――」\n', '「トランポリンを使ったのよ！\u3000この白生塔のすぐ外にトランポリンを置いて、能登さんを高く跳び上がらせるの。その跳躍が最高点に達した時にトランポリンを素早く移動させちゃうと――」\n', '「トランポリンを使ったのよ！\u3000この白生塔のすぐ外にトランポリンを置いて、能登さんを高く跳び上がらせるの。その跳躍が最高点に達した時にトランポリンを素早く移動させちゃうと――」\n']",['「あの映像はその時の使い回しだな。部屋のコンピューター類が破壊されてたのも、予め施されてたフェイク。操作は別の端末からしてたんだよ。とにかくあの獅子谷って爺さんは犯人にとっちゃスケープゴートみてぇなもんだ」\n']
