オーブリ,サーカス
['「ようこそいらっしゃいました、奥様。私は家令のオーブリー・サモンドと申します。こちらは家政婦のハットン夫人。城の鍵はハットン夫人も全て持っておりますので、奥様のよろしい時にでも案内をお申し付けください」\n'],"['「何を今さら。確かに僕は女だけど、淑女にはなれないよ。伯父上だって、ずっとここで暮らしていいとおっしゃってくださったんだ。母上だって、自由にすればいいとおっしゃってくれている。もちろん、みんなに迷惑をかけるつもりはないけど、今日くらいいいじゃないか。だって、アミラがメイドから聞いたんだ。なんと、昨日から市場にサーカスが来ているって！\u3000この先、戦になるならなおさら、もうこんな機会はないよ。僕はカリエールから出るつもりはないからね。サーカス団も残念ながらあまり逗留するつもりはないらしい。安全な王都へ向かうって。たぶんそのままブライトン王国に向かうんじゃないかな。お願い、ミカエル。これはお祝いだと思って。ねえ？」\n', '「何を今さら。確かに僕は女だけど、淑女にはなれないよ。伯父上だって、ずっとここで暮らしていいとおっしゃってくださったんだ。母上だって、自由にすればいいとおっしゃってくれている。もちろん、みんなに迷惑をかけるつもりはないけど、今日くらいいいじゃないか。だって、アミラがメイドから聞いたんだ。なんと、昨日から市場にサーカスが来ているって！\u3000この先、戦になるならなおさら、もうこんな機会はないよ。僕はカリエールから出るつもりはないからね。サーカス団も残念ながらあまり逗留するつもりはないらしい。安全な王都へ向かうって。たぶんそのままブライトン王国に向かうんじゃないかな。お願い、ミカエル。これはお祝いだと思って。ねえ？」\n']"
