ズタボロ,スッキリ,コントロ,ブランケッ,ドタバタ,ノータッ,スクドー,ワーバラ
['  「しかし、派手にやられてましたね〜王様ったらもうズタボロ」\n'],['スッキリとした顔立ちでするどさが目立つトレイシーの顔にはうっすらと疲れが滲んでいるし、そう厳しくまくしたてながらも優しさを含んだ声色でゆっくりと布団をかけた。\n'],['寝不足だったから、とか昨日とんでもない事があったから、とか言い訳にもならないと分かっているけれど、とにかく感情のコントロールが効かないのだ。\n'],"['去年は同じ色の糸の手編みの手袋、一昨年は手編みのブランケットだった。\n', 'ブランケットは誰が掛けてくれたのだろうか。\n', 'コートは置いてきてしまったし、エル様にかけられた質の良さそうなジャケットにくるまってストールと馬車に積んであるブランケットを身体に巻き付けた。\n', '浴室で毛布とストールとブランケットとエル様のジャケットを剥かれたわたしが皮の手袋をトレイシーに手渡したところで彼女は悲鳴をあげた。\n', '簡素なワンピースにケープとブランケットを羽織りベッドの縁に倒れ込むようにして、……これは、寝ているのか？\n']",['行け。とエル様が感情のない瞳でそう言い放つと男性は脚をもつれさせながら来た道をドタバタ音を立てて走り去っていった。\n'],['あんまり酷いと、まあまあとトレイシーをなだめてくれる頼れる旦那様クロードも今回は何故かノータッチで、それどころかわたしに挨拶をひとつして退室してしまうし最早トレイシーの独壇場である。\n'],['ベッドに横たわるビスクドールのような彼。\n'],['王族として余計な争いの火種にならないよう、貴族のパワーバランスを崩さないように？\n']
