ブラザー,クッキー,ハッスル,ピンキリ,カラクリ,コンパク,スカウト,ブリカス,チンピラ,ムズアップ,カンベン,ウンチク,コンクリ,デコピン,カントン,ブルパン,ワクテカ,ポンコツ,クルシュー,ベンガラ,トロポリ,ピーピン,バリゼー,ウンヒラ,タッチャブ,キーパー,ボーリン,スイビー,チッピン,コンプリ,グリゴリ,ベトガー,ツーリン,グーパン,ワンポイ,トロチッ,リンスタ,エンゴロ,バリアー,ポンドク,オメツケ,タックル,キーポイ,ギリスポ,グラウン,クスクリ,グリキャッ,キーワー,ワーポイ,カステラ,シーズン,デコボコ,ザーワー,ペッパー,ドングリ,コンパッ,ジャングル,コントロ,ヒーカッ,ツンガツ,コンスタ,ハードカ,スカウン,パーキン,ドサクサ,スパイラ,スーパー,ブーメラ,キャッチー,クタクル,バタフラ,トンタッ,ヨロシク
3,1,1,1,2,1,9,1,2,13,1,2,4,1,1,2,2,3,33,2,1,1,2,1,1,2,1,17,2,2,2,1,1,1,2,1,1,2,1,3,1,3,1,3,1,1,1,6,1,21,3,1,1,1,1,1,1,1,1,1,1,1,8,1,2,1,5,1,2,2,3,1,2
