カラクリ,スカウト,ブルスタ,ジンガー,ポーハタ,クリアー,ハッキリ,シーズン,オンボロ,ミシシッ,コントロ,シャンプー,アーグラ,ズタボロ,スパイラ
1,1,1,1,3,1,3,1,1,16,1,1,1,2,1
