ピンキリ,カラクリ,ワイガヤ,チンピラ,ツンデレ,ウンチク,ゴチャゴチ,ハッピー,ハッキリ,カチャカチ,コントロ,スイノシ,グーパー,クタワー,バタフラ,パーカッ
2,3,1,1,1,2,2,1,13,1,1,1,2,1,3,1
