デカチン,コンパク,コンクリ,ポロンポロ,ドンブラ,ジンギス,ワーバラ,ガラクタ,ボーリン,アーポン,トンクラ,パッキン,カーペッ,ソロバン,コントロ,ジャーキー
1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1
