カラクリ,リンエン,コンパク,トログリ,コンポー,クタウン,ペンデン,コンクリ,エンジン,シーキン,ピーカー,デカブツ,ハープー,ブルガリ,ブンカー,チンチクリ,ウジャウジ,パープル,リンブル,ブルドー,ガーデン,メキシコ,ペックス,キーワー,ハッキリ,プンスカ,コンカラ,ミシシッ,ゲーリン,ピクリン,コントロ,スーポー,ブルクラ,ウラジー,カリタッ,スカウン,シャンパン,キージャン,カサブラ,コンピュー,スーパー,ボンブル,クタクル,スクリーン
1,2,1,1,1,5,3,5,13,8,2,1,5,1,7,2,1,2,1,1,1,14,2,1,1,1,3,2,2,1,4,1,2,16,2,1,6,2,22,2,7,2,1,3
