ハッスル,ワンシー,ムズアップ,ツンデレ,ビングダ,エンジン,コテンパン,ビーブー,シックス,ポンコツ,ブルピー,テクノロ,プラシー,ブリザー,ブルドー,バカデカ,ベントク,ガーデン,メキシコ,キーワー,ヒーリン,チンパン,ホログラ,シーズン,カップリ,キーアー,ドングリ,リングー,シャンプー,ガーリン,キンシッ,ポーカー,コンスタ,ジングビ,コンピュー,ピンポイ,コンキラ,クラスタ,トンタッ,トロピカ,メソポタ,クルセカ,ヒョロガリ
9,2,2,3,1,19,1,1,1,2,1,5,1,1,1,2,1,1,1,1,1,1,1,3,1,1,6,1,2,1,3,2,3,1,2,2,1,1,1,1,2,1,6
