クッキー,コロンブス,プスブル,ワンシー,スカウト,ドタドタッ,コンクリ,エンジン,パチクリ,チリパチ,グーパン,カーペッ,コンスタ,ビショビシ,スーパー,スクリーン
1,1,3,2,1,1,1,1,1,2,1,1,26,1,2,1
