エンペラ,コロンブス,プスブル,カップル,ワクチン,ツンデレ,リンピッ,コンクリ,ウンドシ,ガタパー,プスピー,ワーバラ,ブラジャー,ギリワン,オタマジ,ウジギク,デコボコ,ブラコン,バリトン,キンシッ,マザクラ,ポーカー,ワイドシ,グストロ,スタドー,スーパー,デンプン,バタフラ,トンタッ
4,1,1,1,19,3,1,1,1,6,1,2,2,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
