ころころ,ばさばさ,ぶんぶん,うんうん,ひらひら,ぱくぱく,きょろきょろ,みしみし,ぶつぶつ,ぎりぎり
['\u3000信長は信長でころころと表情の変わるこの娘の口からどんな驚愕の事実が出てくるか、言葉を受け入れる覚悟を決めた。\n'],['\u3000首に巻かれた深紅とも言えるまんと（？）は風もないのにばさばさと動く。\n'],['\u3000ふぁらーじゃの手を取ってぶんぶん上下に振り回している。\n'],['\u3000小僧は神妙な顔つきからおどけた顔になり、さらに難しい顔をしうんうん唸っている。\n'],"['\u3000その時意識の中に光る羽がひらひらと舞っているのに気が付いた\n', '\u3000小僧は手を信長の前にかざしてひらひらと振って見せたその瞬間―――\n']",['\u3000襖を開けた小姓は口をぱくぱく動かした。\n'],['\u3000周囲をきょろきょろと見渡す武者の動きを警戒して辺りは静寂に包まれた。\n'],['\u3000みしみしと軋む床が利政の移動する気配を伝えて来る。\n'],['\u3000そう考えて義龍を見やると何かぶつぶつ言っている。\n'],['\u3000この二人は婚姻同盟に心底ぎりぎりまで抵抗したい様であった。\n']
