ワイガヤ,マザコン,ピカゴロ,ツンデレ,オンガー,コテンパン,ブルパン,トコトン,グルマザ,ボンクラ,ビシバシ,ワンポイ,ガチャガチ,オロギー,メキシコ,ドンパチ,カステラ,パッチリ,コントロ,スーパー,バタフラ
1,1,1,1,1,2,1,2,1,1,1,1,2,1,4,2,1,1,3,5,1
