コントロ,タックル,メチャクチャ,ハッキリ,ボンクラ
['\u3000危うく死ぬ所であったので怒るのも無理は無いが、こればかりはファラージャにもコントロールしようが無い。\n'],['\u3000完全に虚を突かれた利政は、強烈なタックルを鳩尾に受けて縁側廊下も通り越して庭に叩きつけられた。\n'],['\u3000もうメチャクチャであった。\n'],"['\u3000ハッキリとした手応えを感じない反応に帰蝶は困惑した。\n', '\u3000頬当をしているのでハッキリとは分からないが、正気の表情をしているとは思えない雰囲気だ。\n', '\u3000乱丸は主君の最後の言葉を聞き逃すまいとしているのがハッキリわかる力強い返事をした。\n', '\u3000静かに、しかしハッキリした口調で帰蝶は言い放った。\n', '\u3000常軌を逸した『うつけ』振りや、信秀が諌めない理由もこれでハッキリした。\n']",['（『うつけ殿』は未だ謎であるが、ただの｜盆暗《ボンクラ》よりはマシと考えよう。だたし……）\n']
