バラバラ,ガンガン,ゴトゴト,パンパン
['「なんの、このまま座していてはこのハプスブルグ家そのものが無くなることになる、それに民族がバラバラに独立しては周りの大国に潰されてしまうだろう、我々は団結しなければならないのだ」\n'],['\u3000大声で喚かれると頭がガンガンする。\n'],['\u3000開通したばかりの日豊本線の日出駅に降り立った俺がここから車でゴトゴト揺られて着いたのが大神という村である。\n'],['\u3000観測していた兵の報告に微調整を行い再度発射する、次弾は塹壕に落ち巨大な炎に機関銃陣地が包まれ弾薬が誘爆したのかパンパンと何かが爆ぜるような音がする。\n']
