たっくる,こそすれ,するから,しくすぱ,けたとこ,からおど,でこちら,からさら,するとこ,ひしめき,めたばか,もそうだ,からすら,しなかっ,ぶつけた,めたから,しとかん,うとする,からどん,ひたすら,めちゃくちゃ,だらどん,からこそ,たっぷり,はっきり,かったら,もそうじ,めたとこ,ぼんくら,かつかさ,よろしく,ちまけた,するなよ,しながら,すること,からすれ,こんとろ,おいしく,ひそめた,からかっ,しっかり
1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,2,1,5,1,1,1,1,6,1,6,2,2,1,1,1,1,1,1,5,2,4,1,1,1,1,3
