キューピッ,ハッスル,ドスチー,キーボー,カップル,コンパク,スカウト,ワクチン,マザコン,ジャンキー,ツンデレ,ウンチク,コテンパン,シックス,ポンコツ,バカスカ,チンギス,クラシッ,ハードボ,パッキン,リンピー,フンドシ,トンカツ,カタクリ,コットン,キーワー,ハッキリ,シーズン,プンスカ,ポツリポツ,ワンクッ,ドングリ,ブラコン,シャンプー,バリトン,ポーカー,ジャーキー,ペットボ,シャンパン,ボーイソ,コンピュー,スーパー,ピンポイ,ブーメラ,マジパン,メソポタ,ビラウン
1,1,1,3,1,1,7,1,1,1,5,1,2,4,2,1,1,1,1,1,5,3,1,1,2,2,3,1,1,1,1,1,1,3,1,1,1,1,5,1,2,12,1,1,2,2,1
