バラバラ,バリバリ
"['――前世では小銃は三八式と九九式が口径違いで混在、軽機関銃も重機関銃も口径もバラバラ、実包もバラバラとよくもこんな無秩序な状況に誰も疑問を感じなかったものだな……。\n', '――前世では小銃は三八式と九九式が口径違いで混在、軽機関銃も重機関銃も口径もバラバラ、実包もバラバラとよくもこんな無秩序な状況に誰も疑問を感じなかったものだな……。\n']",['「ふむ……しかし、自動小銃は兎も角、機関短銃は非常に効果が大きいな……あの様にバリバリ撃ちまくれるならば陣地突破にも役立とう……」\n']
