ことから,わなかっ,いらしく,くること,みしきし,ぶかしげ,もおぼつ,がささや,せかけら,じろぎし,ぬくもり,ころから,つけてく,からもた,からんから,はためき,じめこち,つんざく,けたとこ,ばらくす,にたくさ,するとこ,げたから,もそうだ,うとしな,いじめら,しなかっ,はためら,からかん,うとする,しっくり,くっきり,にたかっ,にこちら,ひたすら,とんでん,からぶつ,かりうか,からこそ,だらしな,はっきり,まること,かったら,ちらにや,とこちら,よろしく,もたつけ,しながら,すること,がりくだ,にやする,からすれ,でかつか,けたから,そわしな,がぶつか,ちんぐん,にやしな,ぶつかっ,がたくさ,ことばか,ばしてく,けたかっ,けたこと,ちらから,しっかり,がつかつ,だくばか
5,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,10,2,2,1,3,5,1,3,1,2,1,1,2,1,1,1,2,2,16,9,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,5,1,1
