コンクリ,スイカッ,エンジン,ゴチャゴチ,テクノロ,ブリガー,ドスピン,オタマジ,タッフー,ドタバタ,パッパー,キリボー,キンシッ,メチャクチャ,カッチー,パッパカ,ヨロシク,ザーグー
3,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1
