キューピッ,クッキー,ワンピー,フラワー,ブルフラ,ポンコツ,パチクリ,ハッピー,クンドク,ベロンベロ,ブラドー,カタゴト,カチコチ,ハッキリ,シーズン,デコボコ,ドングリ,カタコト,ハードカ,ブラウン
1,3,2,5,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,15
