キーボー,バンパー,チンピラ,コンクリ,エンジン,ゴーグル,テクノロ,メキシコ,カービン,ブービー,シッカリ,バンカー,チンパン,ハッキリ,コンピュー
4,1,1,3,2,1,1,2,12,1,1,1,1,7,1
