キーボー,コンパク,ドンデン,カンフー,チンピラ,ルンペン,コンクリ,エンジン,ビーカー,ブルンブル,ドンブラ,ジャーアプ,ゴーグル,メリカン,パチクリ,ポーツカ,ジャンパー,クッキリ,ウジャウジ,リングイ,ピッキン,タックル,ガチャガチ,ハッキリ,シーズン,カチャカチ,ジージャン,ボーパッ,ペットボ,クダウン,スーパー,ブリスタ,ヨロシク,ゲージク
1,1,1,1,1,1,2,6,1,1,1,1,2,1,2,4,1,1,1,1,4,1,1,3,1,1,1,1,4,1,4,1,2,1
