カンフー,コンクリ,バリボリ,エンジン,ゴーグル,ポーツカ,ハッピー,カードキ,バリカン,ビンエン,ブラジャー,リングショ,リンスタ,ブルドー,グラウン,パラシュー,ハッキリ,デコボコ,カチャカチ,ジャングル,タップリ,コントロ,シャンプー,ペットボ,パーキン,パックリ,ドサクサ,スーパー
1,14,1,11,2,1,3,1,1,2,2,2,5,7,1,5,5,3,1,1,2,5,2,7,2,3,1,24
