カーボー,クッキー,ワンピー,キーボー,カップル,ブルコン,ワンシー,ムズアップ,ブラボー,ブカメラ,コンクリ,ジーパン,エンジン,ビーチチ,ピーカー,クスカリ,コロジー,ポンコツ,ゲームク,バンチュー,トロベリ,テクノロ,シースル,クスゲー,カードキ,キューコン,クンドク,シーリン,ブリザー,トンカツ,タックル,グラウン,ジーサバ,ホログラ,ドタウン,デコボコ,ジャングル,ブラコン,コントロ,ハッキン,シャンプー,ヒーカッ,コンスタ,ペットボ,シャンビュー,パーカー,コンピュー,スーパー,ピンポイ,トロピカ,スクリーン
3,2,5,2,1,1,1,1,1,1,5,3,3,1,14,1,1,5,1,1,1,2,2,1,5,18,1,1,1,3,1,1,1,19,1,1,1,3,12,2,3,1,1,7,2,1,1,3,2,2,6
