クルトン,キーワー,ワンポイ,クッキー
['\u3000そしてその中に、カリッとする程度に硬い物が混じっている。クルトンかと思ったが、これが金平糖なのだろう。しかしあまり主張の強い味はせず、ハムの塩味に対してぶつかる事はない。\n'],['\u3000ちょっと格好にこだわろうとした人はわかるだろう、お洒落というのは自分の素材をその方向にあった風に飾り立てる事が重要だ。それが学院でお洒落をする場合、キーワードになるのは地味さと清純さ。その条件下で、学院に在籍する子女達に示しが付くくらいの美しさを演出するハードルは非常に高い。\n'],['\u3000だから私は、極力自分の容姿は良く見えるようにしている。難しいのは、学生の身分である以上あまり華美な服装や化粧をしてはならない、と言う風習がこの国にはある事だ。肌は地肌のままで美しさを保たねばならないし、髪型のお洒落はあくまでさりげなく、ワンポイント程度に留めておく必要がある。無論服に工夫が出来るのは制服を着なくていい学校の外だけだ。\n'],['「どうかしら、今日のクッキーは。カカオの産地が変わったそうで、少し苦味も甘みも増しているはずなのですが」\n']
