キーボー,チンピラ,ツンデレ,クスクラ,クリスタ,ガラクタ,フーユラ,ハーバリ,ワンポイ,ワーアップ,プラカー,プンテラ,キーワー,ハッキリ,コントロ,ズタボロ,ボーイソ,スーパー,マルガリ
1,34,1,1,20,1,3,9,1,1,81,1,2,1,1,1,2,1,1
