わなかっ,ことすら,くりぼん,しなかっ,ぷりこっ,からこそ,たっぷり,はっきり,ことがた,よろしく,しながら,すること,うだから,ひそめた,しっかり
4,2,1,4,1,2,1,2,1,2,2,3,1,1,1
