プリコッ
['\u3000一言そう告げ、レオは手に持った花束をリズに押し付けるように差し出した。何が何だかよく分からないが、受け取らないわけにもいかずに一先ず両手で丁寧に受け取ってみる。甘く濃い香りがふわりと漂う、アンバークイーンと呼ばれる品種の薔薇だ。アプリコットに似た色合いで、レースのような花びらが愛らしい。\n']
