わなかっ,くださら,からつん,からぴん,たらはっ,するとく,くるから,するばか,くること,もじしな,かっぷる,ぱっちり,ころから,ぶつくさ,するから,さわしく,からんから,べたこと,もそもお,よろめき,ばらくす,しったら,ぽいこと,すかうと,ばたくよ,ちんぴら,びーのお,もそうだ,うとしな,ぱりよろ,しなかっ,ふつつか,まるばか,ぶつけた,くるめら,うとする,ぽつりぽつ,ちょこちっ,すべきこ,しっくり,かすこと,かってく,ひらから,げたくら,くっきり,からどん,めちゃくちゃ,ぴんとく,からぼー,めたかっ,たっぷり,はっきり,まること,かったら,かんでこ,おいたら,からぽろ,からのお,からこっ,おろしな,からぱち,よろしく,ことする,かってか,くっきー,なようだ,するなよ,おろする,しながら,すること,つんでれ,でかけた,ちかけら,もりぼん,めたくら,つかかっ,がぶつか,ぶつかっ,たらこん,しーずん,もささや,はたくさ,ことばか,けたがー,うとくる,くりすた,たっきり,けたこと,ちらから,わんばか,びーぶる,からかっ,しっかり,ごちゃごち,うとすれ
1,3,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,3,1,1,1,1,1,1,2,8,1,10,1,1,1,1,4,1,3,1,1,2,2,2,1,1,2,1,1,1,1,4,8,1,13,2,1,1,1,1,1,1,10,1,1,5,1,1,1,16,36,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,2,2,1,2,1,1
