カーボー,ワンピー,スタビラ,キーボー,バンパー,フラワー,ザードシン,コンパク,トログリ,アップドー,ガラスカ,リンジャー,コンポー,ムズアップ,ブラボー,キシドー,ブーポイ,コンドー,ポンポコ,コンクリ,ジーパン,エンジン,クッキン,デコピン,ビーカー,ザーポイ,オイチビ,ピーカー,マルチロ,ポンコツ,デカブツ,リンブス,ノタウロ,カードキ,ガラクタ,ブースタ,キューコン,ウジメソ,コンプリ,グリゴリ,ザーコン,スラスタ,カサコソ,マルチラ,ドーザー,タックル,ガチャガチ,ドタバタ,カーボン,ジンチク,チューゴク,オロギー,メキシコ,パラシュー,ドンピシ,ブービー,トンピン,ドンパチ,ビーコン,ハッキリ,プンスカ,パンジー,スクリン,キシブル,ワンクッ,カチャカチ,ワンクラ,チンタラ,ピクリン,コントロ,ハッキン,ブリワン,キンバリ,キンシッ,ポーカー,ズタボロ,ペットボ,クダウン,トンズラ,ワイトボ,コンピュー,スパイラ,コッキリ,スレチッ,プラキャッ,ワイパー,ブルシュー
1,2,1,2,1,1,1,2,2,1,3,6,1,2,21,1,1,1,1,3,1,1,4,1,1,3,1,51,1,8,1,1,1,11,3,9,2,1,2,4,29,4,1,2,6,2,2,3,10,193,1,2,1,1,2,2,2,1,2,12,1,212,3,1,1,1,1,6,1,79,2,1,5,2,1,1,1,1,1,7,41,2,1,1,1,2,1
