カンテラ,リンピッ,コンクリ,エンジン,ピーカー,ガランガラ,コンクー,ピンポー,クスフン,ブルドー,チンゲー,グラウン,カチャカチ,シャンプー,ペットボ,コンピュー,スーパー,スレチッ,スクリーン
1,1,5,6,3,1,1,1,2,1,1,11,1,1,8,2,4,1,14
