じくじく,かんかん,きらきら
['\u3000たとえ想いが届かなくとも、そんな彼女の力になりたかった。だかられおも、自分の気持ちは誰にも告げずに、じくじくと膿んだ傷のように痛む心には気づかない振りをして、りずの為にかいんを側に置いて重用していたのだ。もっとも、めいりあにだけは気付かれていたようだけれど。\n'],['\u3000聞きながら、愚問だと思った。てとらす家は代々王家への忠誠心が厚い上、現王は特にてとらすの当主と懇意にしている。今回の騒動に、当然ながらてとらす侯爵はかんかんだった。王がどちらの肩を持つかなど、誰もが手に取るように分かるだろう。それが分かっていないのは、今回の関係者の中ではかいんと相手の娘くらいのものだ。\n'],['\u3000しばらく見つめられて気恥ずかしくなったのか、れおは庭園を見渡すように視線を動かした。それを少しだけ残念に思いつつもその視線を何となく追っていくと、庭園内でも一際存在感を放つ噴水に目がいった。太陽の光を浴びた水面はきらきらと輝いていて、綺麗だなと素直に思う。\n']
