ワードス,クッキー,ワンピー,ポージン,カップル,リンピッ,コンドー,ゴーグル,ピーコッ,カップラ,ハッピー,キングタ,ピンポー,パチャパチ,コンシュー,トクチュー,ボンクラ,ジューリン,プリベン,カードサ,ハッキリ,スルフラ,コントロ,スーガー,キンシッ,ジングビ,コンピュー,カッチリ
1,1,3,2,3,6,1,5,6,1,1,5,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1
