カーボー,カラクリ,コンクリ,デコピン,ドキワク,ピーカー,カップラ,ハッピー,ガサゴソ,ワンツー,クンドク,バシャバシ,ピンポン,ワーアップ,ガチャガチ,グラウン,ポーカー,ペットボ,トンズラ,パーカー,エンドロ,スーパー,ハッハー
1,1,4,1,1,4,1,4,2,1,2,1,1,1,1,7,1,3,2,1,1,2,1
