しなこと,うんめえ,べたこと,のおでん,がらがん,のおでこ,もおしと,からこそ,はっきり,ごーぐる,ちんから,しながら,くりから,けたこと
1,1,1,6,1,1,1,1,1,3,1,1,1,1
