クッキー,カップル,コンパク,スカウト,リンジャー,ムズアップ,コンクリ,エンジン,ハッピー,ザーエン,バンクス,スクワー,コンプリ,ブラジャー,グラウン,コンカッ,トンピン,コンチク,ハッキリ,ガープル,クンビク,カチャカチ,ジャーキー,ペットボ,パラベラ,パートク,ギャースカ,スーパー,ピンポイ,ブーメラ
1,1,1,1,1,1,1,6,2,1,1,1,1,1,1,1,2,1,3,1,1,4,2,3,1,2,1,2,2,1
