かっちま,うろから,がさわさ,ほくしな,ぶつくさ,するから,うとうき,くっきん,がらさく,からんから,はためき,がたごと,まるかっ,げたぱん,からがら,からこん,うきしな,づけぺろ,がんばら,がさごそ,ちゃりぴち,からさら,からぶら,からぱた,ちりすか,ぽかする,するさら,にたくね,がりうろ,がらくた,まるばり,ぴーすや,しなかっ,ばたつか,まるばか,わんぴー,からちび,くるすや,うとする,ぶらりぶら,こそうと,ひらけた,ひたすら,がつけば,がたじろ,どきしな,こっくり,からめり,わんぱく,からころり,すいわん,くってく,いそうだ,はっきり,するくら,きしめた,からする,そろりそろ,にこつん,しなくっ,ばさりばさ,からのお,からこっ,からぐい,よろしく,つけねば,かったっ,げたかっ,しながら,つけくだ,でんぐでん,がらくら,こんがり,ぴちゃぴち,けたから,まるわん,かーふが,がつるん,たらこん,ぶるから,ぶつかり,しなくちゃ,ひそめた,どかしく,みしめら,しっかり,うとすれ
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,19,1,1,10,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,30,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,11,2
