ワンピー,キートン,クッキー
['\u3000胸元を大きく開けたさらりとしたワンピースのような何とも色っぽい服を着ている。別に男の人だから胸がはだけていてもいいんだけど。見てはいけないものを見たような、ドキドキしたことを覚えていた。もちろん、ノエルには秘密だ。\n'],['\u3000ノックもなしに扉があいた。第２騎士団団長であるハーヴェイ・キートンがのっそりと大きな体で入ってきた。私とは同じ年で何かと一緒に仕事をしてきた。信用している一人ともいえる。ただ、その大きな体躯と厳つい顔立ちで恐れている人間の方が多い。\n'],"['\u3000王都のお菓子が気になって、テーブルに飛び乗ると、手で袋を叩いてみた。中身はクッキーみたいなものらしい。かさかさ言っている。\n', '\u3000ウキウキしながら尻尾を振り、開けてもらうのを待った。ノエルは新しい紙の上にクッキーを一枚取り出した。普通の丸い形をした少し厚みのあるクッキーだ。ふわりと甘い香りが鼻をくすぐる。ノエルはわたしが食べやすいように小さく割ってくれた。\n', '\u3000ウキウキしながら尻尾を振り、開けてもらうのを待った。ノエルは新しい紙の上にクッキーを一枚取り出した。普通の丸い形をした少し厚みのあるクッキーだ。ふわりと甘い香りが鼻をくすぐる。ノエルはわたしが食べやすいように小さく割ってくれた。\n', '\u3000そんな言葉と共に口の中にひとかけら、入れられた。サクサクした食感なのに、口の中に入れているとほのかに甘く解けるように溶ける。今まで食べたクッキーの中で断トツのおいしさだ。\n']"
