ふらふら,おいおい,もじゃもじゃ,ぶらぶら,にこにこ,どんどん,がんがん,ぱんぱん,ぽたぽた,かさかさ
['\u3000涙を流したまま、老婆はふらふらとどこかへ歩き出す。\n'],['「おいおい俺様の日本語はすげー堪能なのに全然伝わってねーな？\u3000これだけ丁寧に説明してやってるのに比喩もわからねーのか！\u3000それとも俺様、ひょっとして日本語的には乱暴な口調になってんのかぁ？\u3000だったらそーりー」\n'],['\u3000でにむ生地の帽子からのぞく、もじゃもじゃのもみあげには、だいぶ白いものが混じっている。\n'],['\u3000ぽけっとに手を突っこみながら、見るともなしに商店街をぶらぶらしている。\n'],['\u3000老婆は――犬を抱いている時はにこにこと笑みを絶やさず、大人しかった老婆は、鬼のような形相であめりか人に詰め寄る。\n'],"['\u3000最後尾で走る体力の少ない物たちが、どんどん肉ぞんびの群れにのみこまれていく。\n', '\u3000板前とにんじゃは、どんどん階段をのぼっていた。\n']",['\u3000にんじゃ理解力により、話ががんがん進んでいく。\n'],['\u3000こしょうの煙が晴れた時、今まで猛然と追いかけてきたさーろいんすてーき肉ぞんびが、その腕でぱんぱんと体についたこしょうを払い落とそうとしている姿が見えた。\n'],['\u3000焼き加減はれあなのか、走りながらぽたぽたと肉汁を滴らせる、ほんのり赤身を残した人のさいずの肉界。\n'],['\u3000そのままかさかさと壁を靴裏でこすって先へ進もうとするが、それより速くさーろいんすてーきに追いつかれるであろうことは火を見るよりあきらかだった。\n']
