カサカサ,ジョリジョリ,カリカリ,サラサラ,スルスル,スヤスヤ,ギリギリ,キラキラ,バリバリ,キョロキョロ,シュルシュル,ペタペタ,パンパン,ニヤニヤ,コロコロ,バタバタ
['\u3000お肌がすぐカサカサになる。\n'],['\u3000ひげがジョリジョリするよといいながら、仁葉は嬉しそうだ。\n'],['\u3000このフレンチトーストにカリカリに焼いたベーコンを乗せ、さらに出来上がったグラタンを載せる。\n'],['\u3000黒くてサラサラした前髪が、目を隠していた。\n'],['\u3000潰されることもなく、スルスルいけた時点で、これはおかしいなって俺も気づいてた。\n'],['\u3000パジャマを着て、お行儀よくベッドでスヤスヤ寝ている。\n'],['\u3000腕立て伏せできるかギリギリって感じだったよ。\n'],['\u3000テーブルのふちに頭を置いて、キラキラとした目で見つめてくる。\n'],['\u3000バリバリとすさまじい音を立て、建物ががれきに変わる。\n'],['\u3000キョロキョロとあたりを見回してる。\n'],['\u3000アヤメの手に、シュルシュルと触手を絡める。\n'],['\u3000ペタペタと自分の体を確認する。\n'],['\u3000パンパンと触手でテーブルを叩けば、仁葉がこっちを見る。\n'],['\u3000電話の向こうでニヤニヤ笑っていることくらい、見てなくてもわかる。\n'],['\u3000代わりに小さなキューブが、コロコロとたくさん姿を現した。\n'],['\u3000感謝の気持ちが伝わるように、とりあえず触手をバタバタさせておいた。\n']
