キーボー,コンパク,ワクチン,チンピラ,ジャンパー,チンクリ,クラシッ,ピードロ,スクワー,スクチー,トンカツ,コンシー,ブルタッ,ポリカー,リングラ,シャンプー,ワイドシ,ズタボロ,ワイトボ,カッチリ
1,2,1,1,1,1,2,1,1,11,3,1,4,2,1,1,2,1,3,1
