カップル,スカウト,モリカー,コンクリ,ビングダ,エンジン,パッキン,キーワー,マルチビ,コントロ,メチャクチャ,スカウン,コンピュー,スーパー,ピンポイ
1,5,1,3,1,3,1,1,1,2,1,1,1,4,1
