ふらふら,のろのろ,からから,じわじわ
['\u3000その後しゃったーの血も乾き、集まったぞんび達のあてが無くなってしまい、そのままふらふらと要塞前を歩いているのだ。'],"['\u3000しかし、のろのろと歩いているぞんびとは違う。この数日間を生き残った、生命力溢れる若者達。', '\u3000のろのろと歩を進め、集落の中をあてもなく徘徊している。']",['\u3000それだけでない。建物の影や草むらの中からからも、動く死体達が現れる。'],"['\u3000わざと四肢を狙い、じわじわと殺す。這いつくばるぞんびを見て、笑う。', '\u3000しかしぞんびの集団は、じわじわと、容赦なく追いかける。']"
