チビチビ,パチパチ,ドキドキ,ギシギシ,ボロボロ,ギチギチ,ドロドロ,キラキラ,ボコボコ,ボリボリ,クスクス,ドンドン,ガリガリ,ガサガサ,コロコロ
['妹は、カップアイスをスプーンですくい、チビチビと食べている。\n'],"['Ｘはパチパチと目を瞬かせた。\n', 'Xはきょとんとして、目をパチパチと瞬かせた。\n']","['俺はドキドキと心臓を鳴らしながら、ごくりと息を飲んだ。\n', 'これが恋人だったなら、心臓をドキドキと高鳴らせて、挙句襲っちゃおうとか考えられるんだろう。\n']",['ほんの少し風が吹くだけで、この家はギシギシと悲鳴をあげていた。もはや瓦屋根を支えるのがやっとのような状態だ。\n'],"['「……ボロボロっスね」\n', '「学。最近、私に隠し事が多すぎない？\u3000なんだか家もずっとボロボロだし」\n', '手紙は雨にでも濡れたのか、しなびていて、ボロボロで、ところどころに薄い血の跡がついていた。\n']",['ギチ、ギチギチ\n'],"['ドロドロに溶けた顔で、俺を睨みながらZは言った。\n', '「さて。アタシの顔をドロドロにした報いを受けさせてやりましょうかね」\n']",['氷の粒でキラキラと光る様が、あの宇宙人の銀髪を彷彿とさせる。\n'],['グロテスクで滑りがあり、時折沸騰した水のようにボコボコと形状を歪ませている。\n'],['聞くところによると、彼女は生徒会長と幼い頃からの親友らしい。Xが箸をボリボリと貪り食っていたのを見て、『ギャグに身体張り過ぎだよ～』と大笑いしていた。\n'],['クスクスと、ソイツは笑った。\n'],"['ドンドンドンドン‼\n', 'ドンドンドンドン‼\n']",['弁当と一緒に箸をガリガリと噛み千切ったり、何か食べよっかと言われてごみ箱に顔を突っ込んで食べかけのハンバーガーを拾ってくる奇行を見たら、誰だって一言何か言いたくなる。\n'],['Xが玄関の引き戸を開けると、何かがガサガサと逃げていく音が一斉に聞こえてくる。\n'],['ふいに、コロコロと床で何かが転がり、Zの側で止まった。\n']
