ワンピー,ワンシー,スカウト,カンフー,エンジン,ブルンブル,カップラ,バチカン,カードキ,ピンポー,ピンポン,タックル,キーワー,ハッキリ,ワーバン,パーカー,ワイトボ,アークス,スーパー,ハラペコ,スクリーン
1,1,1,1,1,1,2,3,3,5,1,1,1,5,1,1,1,3,2,1,6
