そろそろ,がたがた,ぶよぶよ,ぼちぼち,どんどん
['そろそろ帰ろうと思っていた矢先に面倒な事態が飛び込んで来た。袖ゖ浦漁港を謎の生物の集団が急襲し漁師や港湾関係者を虐殺。更に別種の生物によって謎のがすが散布され橋頭堡になりつつあるらしい。\n'],['乗員に先導されて漁船の前甲板に出る。そこには足と肩を針のようなもので貫かれ、泡を吹いてがたがた震えている漁師が寝転がっていた。肌は青白くなり目も虚ろになっている。\n'],['引き戸の扉を開けると、目の前に全身がぶよぶよした人型が立っていた。水中ごーぐるのような目の淀み切った瞳と視線が合う。咄嗟に左手を上げたのを見た瞬間に身を隠し、針が外に飛んで行ったのを確認した後に拳銃を引き抜いた。銃だけを室内に向ける。\n'],['県警本部が上から下までぱにっくになるのにそう時間は掛からなかった。ぼちぼち帰り支度を始めていた県警本部長や警備部長たちが、雪崩れ込んで来た課長次長たちに取り囲まれてそのまま通信指令室に連れて行かれるという少々愉快な光景が見られたそうだが、それだけ危機を感じて起こした行動である事は賞賛されるべきであろう。\n'],['「おい！どんどん上がってくるぞ！」\n']
