クッキー,プンカー,コンパク,チョココン,コンクリ,エンジン,クッキン,ザーポイ,ゴーグル,コンビー,ガランガラ,チップス,サバゲー,ポーツカ,チャリリン,タッカー,ガンオイ,ビシバシ,リンスタ,カーペッ,ブルドー,ガチャガチ,ヒーハー,ビーコン,マルチビ,アーガン,ピンポロ,ガチャガタ,ジャーキー,ペットボ,ガーナミ,スーパー
1,1,2,1,10,22,2,5,1,6,1,1,1,2,1,1,3,1,4,2,1,4,1,1,3,1,2,1,1,6,1,5
