ビシバシ,キンキラ,ワンピー,ジューシー
['\u3000なんだ今の間。いってらっしゃいませ、と言ってくれるクレアさんの生暖かい視線を背中にビシバシ感じる。どうしようすっごく恥ずかしい。\n'],['「全然！逆にキンキラの部屋出てきたらどうしようかと思いました。すごく落ち着きますありがとうございます」\n'],['\u3000緩くウェーブのかかった栗色の髪は軽く編まれ、ひとつに纏めた後小ぶりな白い花の髪飾りが付けられた。爽やかな淡いブルーのワンピースは上品ながらも動きやすく、可愛らしいデザイン。化粧のテクニックも流石というべきで、本当にこれは自分なのかと思うくらいに仕上がっていた。\n'],['\u3000ここ暫く、野宿をしていたため食事は質素なものだったから、久しぶりのちゃんとした食事はもう本当に美味しかった。お肉は柔らかくてジューシーだし、スープも野菜の旨味がよく出ていて美味しいし、パンは焼きたてのふわふわ。旅の食事も頑張って美味しくしていたつもりだけど、王子たちはいつも不満げだった。\n']
