ブラザー,クッキー,メリカラ,ジャーボー,ピースカ,ザーパッ,キーボー,ガブリン,キーウキ,ワンシー,フラワー,コンパク,スカウト,ワクチン,マザコン,ブリビン,コッキン,ジャンキー,リンピッ,ザーガン,コンクリ,エンジン,ビーボー,ピーカー,ドンブラ,コロジー,シックス,コンビー,ポンコツ,サラダボ,ゲラウト,メリカン,ゲームク,ブルガリ,トロベリ,ツーカー,カップラ,バカスカ,カーポー,クリスタ,ハッピー,プルギス,ジャンパー,ペンキコ,ピンポー,クラシッ,ボーリン,ウジャウジ,ハードボ,バシャバシ,パカブラ,リングイ,トンクラ,ブラジャー,ワーコン,リンスタ,ブルドー,バリアー,チンゲー,タックル,ガチャガチ,ツートン,ドロシー,ビングル,ポロビー,プリンクラ,オロギー,クントク,グラウン,メキシコ,ポリカー,トンコツ,チンドン,ドンパチ,チンワイ,カンパン,ハッキリ,ワンクッ,カーペン,クルリン,ドングリ,ジャングル,マルチリ,タップリ,カタコト,コントロ,シャンプー,ポクチー,ガタンガタ,ツンガツ,ジャーキー,ペットボ,クダウン,シャンパン,トボケタ,ワイトボ,パラベラ,ギャースカ,コンピュー,ゴツンゴツ,スーパー,バンジー,スタシー,ジンクス,ブーメラ,クタクル,トンタッ,ビングス,ヨロシク
6,2,2,1,1,2,2,1,1,1,5,1,2,2,5,1,51,2,1,1,34,17,1,5,1,5,2,1,1,1,1,8,1,1,1,1,2,1,3,1,3,2,1,1,1,1,5,1,1,1,2,1,1,1,1,10,1,1,4,1,1,1,2,1,1,1,1,1,3,3,2,1,9,1,1,3,14,1,2,9,1,4,1,1,1,4,1,1,1,1,1,7,2,1,1,3,3,1,1,1,3,1,1,1,1,1,1,1,1
