まるきり,さわしく,ことすら,からこん,しくかっ,つけてか,どしてか,うとしな,しなかっ,こともご,わんぴー,ひらから,からこそ,はきちん,まること,しくじり,めたとこ,ちんちく,ぶつけら,しながら,すること,からすれ,こんとろ,いじめた,まるとこ,けたこと
1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1
