クッキー,ワンピー,カップル,ツンデレ,オンギャー,ピーカー,トロベリ,キラビー,ハッピー,キングサ,シュークリ,ビシバシ,ブリザー,キンドッキン,ニコヘラ,キンシッ,コンピュー,カンドキ,トンタッ
5,1,2,4,1,1,2,2,1,1,4,1,1,1,1,2,1,2,1
