ワードス,クッキー,ジャーシー,リンエン,キーボー,バンパー,ワーパッ,ワンシー,コンパク,スカウト,ワクチン,カンテラ,カンフー,コッキン,チンピラ,ムズアップ,ツンデレ,プルガン,リンピッ,メリカーン,コンクリ,ガービー,エンジン,ウンドシ,ビーカー,ビーチチ,ピーカー,チングス,チンポキ,ポンコツ,ヌルゲー,チップス,ピーヒョロ,デカイジ,リングタ,ガンシッ,カンプン,カップラ,ペカチュー,バチカン,ジングサ,キンスー,ハッピー,キングサ,キングダ,テクノロ,ドスピン,スルパッ,ブースタ,ボーリン,ニタリン,コンシュー,チョコブラ,コンデン,ジンポー,ブラジャー,ジンキャッ,カンバン,スラスタ,スカベン,ドタバタ,カーボン,ワンダラ,チンプン,キングス,クスフラ,プンテラ,グラウン,コンカー,ブルタッ,パラシュー,カービン,ドンピシ,ドンパチ,バンカー,チンパン,ホログラ,パンピー,デコボコ,モリオン,エンスイ,グルカラ,ジャングル,コントロ,ハッキン,キーグラ,パシャパシ,バリトン,コンゴト,ヒーカッ,ポーカー,ズタボロ,ペットボ,ハードカ,パラベラ,コンピュー,スーパー,ハッハー,グスペッ,スルスー,クタワー,バタフラ,ガーベラ,ヨロシク,ピープル,パンジャン,ジャーチー
11,2,1,2,5,1,2,1,1,1,2,3,1,6,2,1,6,2,4,1,46,1,12,1,11,1,8,1,1,2,2,1,1,2,24,1,1,1,1,4,2,10,3,1,1,4,1,5,1,1,1,1,1,3,3,16,1,2,4,40,1,2,36,1,24,2,1,1,1,2,3,31,1,2,1,1,2,1,1,2,2,1,3,7,4,1,1,1,1,2,4,3,4,1,1,11,15,1,1,1,1,1,4,1,1,1,6
