ワンピー,カップル,ワンシー,カーリン,ツンデレ,デコピン,ハッピー,ガラクタ,ピッチリ,ハッキリ,シーズン,パッチリ,ズタボロ,ペラグラ,ピードタ
3,4,1,5,2,1,1,1,2,5,2,2,1,1,1
