まじまじ,わんわん,そろそろ,うろうろ,ばたばた,からから,ひらりひらり,ばきばき,ぴーぽーぴーぽー,がりがり
['改めて、自分の両手をまじまじと見つめた。\n'],"['わんっわんっわんわん！！\n', 'あうっあうー！わんわんっ！！\n']",['時計を見る。そろそろいかないとな。\n'],"['りびんぐの真ん中ではちょこがうろうろ、うろうろ同じ場所を回っていた。何かを考えるように。\n', 'りびんぐの真ん中ではちょこがうろうろ、うろうろ同じ場所を回っていた。何かを考えるように。\n']",['ばたばたと、なにかが忙しなく動き回る音。\n'],['冷蔵庫からすぽーつどりんくを取り出して、こっぷに注いだ。寝起きで喉がからからだ。\n'],['向こうが透ける手のひらを、ひらりひらりと仰ぎながら、そう語りかける。それは彼に対してか、自分自身に対してなのか。\n'],"['ばきばきばきばきっ！！\n', 'ばきばきばきばきっ！！\n']",['ぴーぽーぴーぽー。あの不安な音ではなく、今度は救急車のさいれんが聞こえて来た。\n'],['そうした後、彼はにわかに窓に駆け寄り今度は網戸を掻き毟る。がりがりと、爪を立て、牙を立てた。\n']
