ピリピリ,バンバン,ポロポロ,テカテカ,メキメキ,ガンガン
['\u3000マイアール妃のお腹は日増しにせり出していき、それに伴い、ピリピリとした空気が宮廷中に広がっていた。\n'],['「で、それを聞いた皇帝陛下が、机をバンバン叩いて爆笑しておられたんだけど、何でなの？」\n'],['\u3000妊娠されて不安定な皇后は、そのままポロポロと涙をこぼし始めた。\n'],['\u3000どうして髪の毛がないところはテカテカなのかだとか、何故横だけ残っていて真ん中は生えないのだとか、わたくしに分かる訳がございませんでしょう？」\n'],['\u3000何度か体ごとぶつかり、やがてメキメキという音と共に割れ目ができ始めたところで、倒れている皇后に当たらないように注意を払いながら、一人の騎士が足で大きく蹴り上げた。\n'],['\u3000大声を出すと頭がガンガンするくらい体調が悪い時に、そんなことをさせられたらひとたまりもない。\n']
