ワンピー,ワンシー,サワムラ,スカウト,チンピラ,リンピッ,コンクリ,エンジン,ブルゲー,ピーチク,チップス,パーチク,カンプン,カップラ,バタンバタ,シーフー,ウロチョロ,ウジャウジ,ワンタッ,バシャバシ,ツーリン,ドーピン,ガチャガチ,ドタバタ,カーボン,チンプン,ハッキリ,シーズン,コントロ,ハッキン,ペットボ,ワイトボ,ドサクサ,ボンジュー,コンピュー,ピンポイ,パカプラ,スクリーン
11,2,3,3,26,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,4,12,1,4,1,1,1,1,2,1,4,2,2,3,2,1,2,3
