クッキー,カラクリ,バンパー,ワンシー,コンパク,カンベン,コンクリ,エンジン,チョコチッ,チップス,ガラクタ,グルマザ,ボンクラ,ガラガラン,ハッキリ,シャンプー,バリトン,メチャクチャ,スーパー,チーズタ
4,1,1,1,1,1,3,7,2,1,1,1,1,1,1,1,1,2,14,1
