ワンピー,コンパク,スカウト,ブカメラ,コンクリ,ガービー,エンジン,ピーカー,ガーボタ,ブスクリ,プスピー,コンクー,クリスタ,テクノロ,クンドク,スラスタ,ジーシー,カーボン,グラウン,パラシュー,ハッキリ,シーズン,ギーシー,コントロ,ハッキン,キンシッ,ペットボ,パーキン,ビタブル,パーカー,メラアプ,コンピュー,ブラウン,スーパー,グルパン,ピンポイ,クラスタ,バタフラ,スクリーン
11,1,1,2,7,1,5,11,1,1,1,2,1,5,1,6,1,1,4,3,3,1,1,13,5,1,1,2,1,2,1,13,2,3,1,1,1,1,11
