ポーザブ,マルハッ,チッサク,キーボー,バンパー,ワンシー,ブリブラ,スカウト,カツドン,ポリシー,ツンデレ,コンクリ,ジーパン,エンジン,ザーポイ,ハーフサ,ピーカー,ゴーグル,ザービー,ポンコツ,ジンギス,ガタドロ,ワーバラ,ポーツカ,カップラ,キングサ,テクノロ,ワンパタ,キーパー,シーフー,カードキ,ガラクタ,パーリン,キューコン,カーペッ,カーボン,ブラコン,コントロ,ハッキン,シャンプー,ヒーカッ,キンシッ,ペットボ,クダウン,パーキン,エンドロ,パックリ,コンピュー,スーパー,ピンポイ,スクリーン
1,1,1,6,2,1,1,2,2,2,3,11,1,38,1,3,16,1,1,1,2,6,1,1,15,1,3,1,1,1,2,2,1,1,1,1,5,13,2,1,1,1,1,1,1,1,1,1,1,1,5
