カーボー,ピンボー,コロンブス,ワンピー,キーボー,カップル,ワンシー,シャーペン,スカウト,ポークス,チンピラ,カンベン,キシドー,コンクリ,エンジン,ビーカー,ビーチチ,ピーカー,ビンボー,ワンパン,パチクリ,ワーバラ,キャッスル,ゴチャゴチ,ハッピー,タッカー,バンジン,ピーキン,マジシャン,チンカス,ブルクリ,ブラジャー,リングショ,カースタ,エンプチ,リンスタ,カーペッ,チリジリ,チンゲー,ワーカー,ポリグラ,タックル,スカトロ,ドタバタ,カーゴー,グラウン,デンジャー,パラシュー,キーワー,チンパン,ハッキリ,カップリ,ゲロブス,ポツリポツ,シッキー,パッチリ,ドロボー,カチャカチ,ザワメキ,チンタラ,ドングリ,ジャングル,ギーシー,コントロ,シャンプー,パシャパシ,ドーシー,ペットボ,シースー,クダウン,ザラゴツ,ワースポ,トンズラ,プルシッ,シナプス,コンピュー,スパイラ,スーパー,シープル,クラグル,バタフラ,トンタッ,ビンゴー,ヨロシク
1,2,1,2,25,5,1,3,2,1,1,2,1,103,8,1,8,9,1,3,2,1,2,1,2,1,1,1,2,6,1,1,1,2,1,3,1,1,2,1,1,13,1,1,1,1,1,2,2,44,29,2,2,3,4,1,2,3,4,1,5,1,2,26,6,1,1,39,1,1,1,1,1,1,1,4,1,9,2,2,1,1,1,1
