カーボー,ザーモジ,カップル,ワンシー,コンパク,ワクチン,ブラボー,コンクリ,ゴーグル,ペットコ,カップラ,ジャンパー,イラプス,タックル,カービン,ブービー,エンゲー,ペットボ,スーパー,バラクラ
1,1,2,3,1,1,1,2,3,1,1,1,1,1,20,1,1,1,6,2
